strain	date	predicted_date	variant
sequence_awjc	2021.84109589041	2021.84383561644	Omicron
sequence_awkf	2021.85753424658	2021.86301369863	Delta
sequence_awlo	2021.59726027397	2021.6	Omicron
sequence_awme	2021.05205479452	2021.05753424658	Alpha
sequence_awnk	2021.51780821918	2021.52328767123	Omicron
sequence_awnz	2021.48767123288	2021.4904109589	Omicron
sequence_awol	2021.92876712329	2021.93150684932	Delta
sequence_awpz	2021.87397260274	2021.87671232877	Alpha
sequence_awsh	2021.84931506849	2021.85479452055	Delta
sequence_awsi	2021.16712328767	2021.17260273973	Delta
sequence_awsz	2021.34520547945	2021.34794520548	Delta
sequence_awtu	2021.89315068493	2021.89589041096	Alpha
sequence_awuh	2021.83835616438	2021.84109589041	Alpha
sequence_awvg	2021.92328767123	2021.92876712329	Delta
sequence_axbs	2021.59178082192	2021.59726027397	Alpha
sequence_axds	2021.98630136986	2021.98904109589	Alpha
sequence_axdu	2021.5095890411	2021.51506849315	Alpha
sequence_axfm	2021.31780821918	2021.32328767123	Delta
sequence_axfq	2021.75068493151	2021.75342465753	Alpha
sequence_axgi	2021.92602739726	2021.93150684932	Delta
sequence_axhe	2021.38356164384	2021.38904109589	Alpha
sequence_axhw	2021.01917808219	2021.02465753425	Delta
sequence_axih	2021.41643835616	2021.41917808219	Delta
sequence_axmj	2021.91506849315	2021.91780821918	Alpha
sequence_axmy	2021.97534246575	2021.97808219178	Alpha
sequence_axor	2021.03287671233	2021.03835616438	Omicron
sequence_axph	2021.0301369863	2021.03561643836	Omicron
sequence_axse	2021.90136986301	2021.90410958904	Delta
sequence_axsg	2021.89589041096	2021.89863013699	Delta
sequence_axtu	2021.66849315068	2021.67123287671	Omicron
sequence_axwj	2021.41643835616	2021.42191780822	Alpha
sequence_axyo	2021.9698630137	2021.97260273973	Alpha
sequence_axyr	2021.40273972603	2021.40821917808	Delta
sequence_aybr	2021.31232876712	2021.31780821918	Delta
sequence_aydp	2021.77260273973	2021.77534246575	Alpha
sequence_ayfd	2021.29315068493	2021.29863013699	Omicron
sequence_aygo	2021.58356164384	2021.58904109589	Alpha
sequence_aygr	2021.96164383562	2021.96438356164	Delta
sequence_ayhj	2021.79726027397	2021.80273972603	Alpha
sequence_ayig	2021.67397260274	2021.67671232877	Alpha
sequence_ayiv	2021.91232876712	2021.91506849315	Omicron
sequence_ayjk	2021.37260273973	2021.37808219178	Alpha
sequence_ayjs	2021.02191780822	2021.02465753425	Omicron
sequence_aykd	2021.38630136986	2021.38904109589	Delta
sequence_aylw	2021.93424657534	2021.9397260274	Omicron
sequence_aynv	2021.84931506849	2021.85205479452	Alpha
sequence_ayot	2021.24109589041	2021.24657534247	Omicron
sequence_aypb	2021.36164383562	2021.36438356164	Delta
sequence_aypr	2021.6904109589	2021.69315068493	Delta
sequence_aysh	2021.95342465753	2021.95616438356	Omicron
sequence_ayud	2021.91232876712	2021.91780821918	Alpha
sequence_ayxf	2021.8904109589	2021.89589041096	Omicron
sequence_azbo	2021.91232876712	2021.91780821918	Delta
sequence_azcd	2021.87397260274	2021.87945205479	Delta
sequence_azce	2021.54794520548	2021.55342465753	Alpha
sequence_azcf	2021.58904109589	2021.59178082192	Omicron
sequence_azdh	2021.92328767123	2021.92876712329	Alpha
sequence_azet	2021.77260273973	2021.77534246575	Omicron
sequence_azfn	2021.79452054795	2021.79726027397	Alpha
sequence_azgo	2021.27945205479	2021.28219178082	Omicron
sequence_azgt	2021.96712328767	2021.97260273973	Alpha
sequence_azib	2021.86575342466	2021.86849315069	Alpha
sequence_azij	2021.70684931507	2021.7095890411	Delta
sequence_azik	2021.97260273973	2021.97534246575	Delta
sequence_azku	2021.84383561644	2021.84931506849	Alpha
sequence_azmd	2021.43835616438	2021.44383561644	Alpha
sequence_aznd	2021.83287671233	2021.83561643836	Delta
sequence_azqc	2021.85753424658	2021.86301369863	Omicron
sequence_azri	2021.16712328767	2021.17260273973	Alpha
sequence_azvl	2021.28219178082	2021.28767123288	Delta
sequence_azxt	2021.92876712329	2021.93150684932	Delta
sequence_azyn	2021.23835616438	2021.24109589041	Alpha
sequence_bacd	2021.8	2021.80547945205	Alpha
sequence_bael	2021.2602739726	2021.26301369863	Alpha
sequence_baep	2021.94794520548	2021.95068493151	Alpha
sequence_bafg	2021.2602739726	2021.26301369863	Delta
sequence_bafm	2021.82465753425	2021.8301369863	Omicron
sequence_bafv	2021.35616438356	2021.35890410959	Delta
sequence_bage	2021.87671232877	2021.87945205479	Alpha
sequence_bagv	2021.6301369863	2021.63561643836	Alpha
sequence_bahc	2021.63287671233	2021.63835616438	Omicron
sequence_bahk	2021.04383561644	2021.04931506849	Omicron
sequence_bahz	2021.23835616438	2021.24383561644	Delta
sequence_balv	2021.51232876712	2021.51780821918	Alpha
sequence_bamk	2021.98630136986	2021.98904109589	Omicron
sequence_bamv	2021.92602739726	2021.93150684932	Delta
sequence_bamw	2021.87945205479	2021.88219178082	Alpha
sequence_baoc	2021.92602739726	2021.93150684932	Alpha
sequence_baph	2021.67945205479	2021.68493150685	Omicron
sequence_bapm	2021.41643835616	2021.42191780822	Delta
sequence_barx	2021.95616438356	2021.95890410959	Omicron
sequence_baue	2021.87397260274	2021.87945205479	Omicron
sequence_bauh	2021.02191780822	2021.02465753425	Delta
sequence_bavf	2021.56712328767	2021.57260273973	Omicron
sequence_bavo	2021.58082191781	2021.58630136986	Omicron
sequence_bavy	2021.06849315068	2021.07397260274	Omicron
sequence_bayh	2021.88767123288	2021.8904109589	Alpha
sequence_bcad	2021.59178082192	2021.59452054795	Omicron
sequence_bcam	2021.00273972603	2021.00547945205	Delta
sequence_bcdo	2021.55068493151	2021.55616438356	Omicron
sequence_bceq	2021.87945205479	2021.88493150685	Omicron
sequence_bchl	2021.72602739726	2021.73150684932	Omicron
sequence_bchs	2021.87671232877	2021.87945205479	Omicron
sequence_bcke	2021.32602739726	2021.33150684932	Delta
sequence_bckp	2021.56712328767	2021.5698630137	Alpha
sequence_bclw	2021.95890410959	2021.96438356164	Delta
sequence_bcqt	2021.4301369863	2021.43287671233	Omicron
sequence_bcrq	2021.82465753425	2021.82739726027	Delta
sequence_bcuw	2021.39452054795	2021.39726027397	Delta
sequence_bcvm	2021.40547945205	2021.41095890411	Alpha
sequence_bcwt	2021.02465753425	2021.0301369863	Omicron
sequence_bcxa	2021.13424657534	2021.13698630137	Omicron
sequence_bcxf	2021.99452054795	2021.99726027397	Alpha
sequence_bczd	2021.58630136986	2021.59178082192	Delta
sequence_bdcx	2021.32054794521	2021.32328767123	Alpha
sequence_bdcz	2021.91780821918	2021.92054794521	Alpha
sequence_bdeg	2021.45205479452	2021.45479452055	Omicron
sequence_bdet	2021.92328767123	2021.92876712329	Delta
sequence_bdfq	2021.92328767123	2021.92602739726	Omicron
sequence_bdfy	2021.65753424658	2021.66301369863	Omicron
sequence_bdhf	2021.56712328767	2021.5698630137	Delta
sequence_bdhv	2021.87945205479	2021.88219178082	Omicron
sequence_bdip	2021.30684931507	2021.3095890411	Alpha
sequence_bdjh	2021.92876712329	2021.93424657534	Omicron
sequence_bdju	2021.53150684932	2021.53698630137	Omicron
sequence_bdjw	2021.81095890411	2021.81643835616	Omicron
sequence_bdlv	2021.93698630137	2021.9397260274	Alpha
sequence_bdnj	2021.17808219178	2021.18082191781	Omicron
sequence_bdnl	2021.91780821918	2021.92328767123	Omicron
sequence_bdny	2021.16164383562	2021.16438356164	Alpha
sequence_bdon	2021.23287671233	2021.23835616438	Omicron
sequence_bdro	2021.16164383562	2021.16712328767	Omicron
sequence_bdrt	2021.80547945205	2021.80821917808	Alpha
sequence_bdrx	2021.99452054795	2021.99726027397	Alpha
sequence_bdsm	2021.79726027397	2021.8	Alpha
sequence_bdtc	2021.88219178082	2021.88767123288	Delta
sequence_bdtg	2021.70136986301	2021.70684931507	Alpha
sequence_bdth	2021.87945205479	2021.88493150685	Delta
sequence_bdto	2021.92602739726	2021.93150684932	Alpha
sequence_bdvg	2021.58356164384	2021.58630136986	Omicron
sequence_bdvh	2021.55068493151	2021.55342465753	Omicron
sequence_bdwo	2021.61369863014	2021.61643835616	Omicron
sequence_bdxf	2021.6602739726	2021.66301369863	Alpha
sequence_bdxu	2021.81095890411	2021.81643835616	Omicron
sequence_bdzm	2021.52876712329	2021.53150684932	Alpha
sequence_beau	2021.1397260274	2021.14246575342	Omicron
sequence_befd	2021.95616438356	2021.96164383562	Omicron
sequence_befs	2021.86301369863	2021.86575342466	Omicron
sequence_befx	2021.10136986301	2021.10684931507	Alpha
sequence_begr	2021.92876712329	2021.93150684932	Delta
sequence_begy	2021.62465753425	2021.62739726027	Alpha
sequence_bekv	2021.8602739726	2021.86575342466	Omicron
sequence_bemh	2021.37534246575	2021.37808219178	Delta
sequence_bemv	2021.92876712329	2021.93150684932	Alpha
sequence_beny	2021.84383561644	2021.84931506849	Omicron
sequence_beot	2021.96438356164	2021.96712328767	Omicron
sequence_bepa	2021.88767123288	2021.8904109589	Delta
sequence_beps	2021.96438356164	2021.96712328767	Alpha
sequence_beqh	2021.0301369863	2021.03287671233	Omicron
sequence_beqx	2021.52602739726	2021.53150684932	Omicron
sequence_beri	2021.80547945205	2021.81095890411	Omicron
sequence_beua	2021.52602739726	2021.52876712329	Omicron
sequence_beud	2021.42465753425	2021.4301369863	Delta
sequence_beum	2021.98904109589	2021.99452054795	Omicron
sequence_beur	2021.32328767123	2021.32876712329	Delta
sequence_bexm	2021.87123287671	2021.87671232877	Alpha
sequence_beyw	2021.15616438356	2021.16164383562	Alpha
sequence_bfar	2021.31506849315	2021.31780821918	Omicron
sequence_bfch	2021.13424657534	2021.13698630137	Omicron
sequence_bfdr	2021.29315068493	2021.29863013699	Alpha
sequence_bfdw	2021.32602739726	2021.33150684932	Delta
sequence_bfeh	2021.26849315068	2021.27123287671	Alpha
sequence_bfel	2021.98630136986	2021.98904109589	Omicron
sequence_bfew	2021.92054794521	2021.92602739726	Alpha
sequence_bfhv	2021.06575342466	2021.06849315068	Omicron
sequence_bfky	2021.55890410959	2021.56438356164	Delta
sequence_bfnl	2021.87397260274	2021.87671232877	Alpha
sequence_bfod	2021.81917808219	2021.82191780822	Alpha
sequence_bfol	2021.58082191781	2021.58356164384	Omicron
sequence_bfom	2021.66301369863	2021.66849315068	Delta
sequence_bfql	2021.43287671233	2021.43561643836	Delta
sequence_bfsu	2021.01369863014	2021.01917808219	Delta
sequence_bftd	2021.0904109589	2021.09315068493	Alpha
sequence_bfti	2021.95616438356	2021.95890410959	Omicron
sequence_bftn	2021.19178082192	2021.19726027397	Delta
sequence_bftw	2021.30136986301	2021.30684931507	Delta
sequence_bfuy	2021.9095890411	2021.91232876712	Omicron
sequence_bfvk	2021.98630136986	2021.99178082192	Delta
sequence_bfwc	2021.92328767123	2021.92602739726	Omicron
sequence_bfwg	2021.92328767123	2021.92602739726	Omicron
sequence_bfxo	2021.42191780822	2021.42465753425	Alpha
sequence_bfxp	2021.66575342466	2021.67123287671	Alpha
sequence_bfxq	2021.20821917808	2021.21095890411	Omicron
sequence_bfxr	2021.0301369863	2021.03561643836	Alpha
sequence_bfyw	2021.81095890411	2021.81369863014	Omicron
sequence_bfzc	2021.89315068493	2021.89863013699	Omicron
sequence_bgai	2021.85479452055	2021.85753424658	Alpha
sequence_bgcl	2021.90684931507	2021.91232876712	Alpha
sequence_bgcv	2021.57260273973	2021.57808219178	Omicron
sequence_bgda	2021.92054794521	2021.92328767123	Alpha
sequence_bgek	2021.01643835616	2021.02191780822	Alpha
sequence_bghy	2021.9397260274	2021.94246575342	Delta
sequence_bgie	2021.94246575342	2021.94520547945	Delta
sequence_bgij	2021.71506849315	2021.71780821918	Delta
sequence_bgit	2021.87397260274	2021.87671232877	Alpha
sequence_bgiv	2021.41917808219	2021.42191780822	Omicron
sequence_bgje	2021.61643835616	2021.62191780822	Delta
sequence_bgjz	2021.61643835616	2021.62191780822	Delta
sequence_bglv	2021.52876712329	2021.53150684932	Delta
sequence_bglw	2021.3397260274	2021.34246575342	Delta
sequence_bgml	2021.16438356164	2021.1698630137	Alpha
sequence_bgmr	2021.33424657534	2021.33698630137	Alpha
sequence_bgov	2021.87123287671	2021.87397260274	Alpha
sequence_bgpn	2021.87671232877	2021.87945205479	Alpha
sequence_bgsi	2021.87123287671	2021.87671232877	Alpha
sequence_bgsm	2021.56164383562	2021.56712328767	Omicron
sequence_bgsu	2021.61917808219	2021.62465753425	Omicron
sequence_bgtm	2021.91506849315	2021.92054794521	Omicron
sequence_bgtq	2021.4904109589	2021.49589041096	Omicron
sequence_bgvn	2021.88493150685	2021.88767123288	Alpha
sequence_bgyr	2021.38082191781	2021.38630136986	Delta
sequence_bgzx	2021.38630136986	2021.39178082192	Omicron
sequence_bhec	2021.87945205479	2021.88493150685	Delta
sequence_bhfi	2021.21643835616	2021.22191780822	Delta
sequence_bhic	2021.90136986301	2021.90410958904	Omicron
sequence_bhjo	2021.85479452055	2021.8602739726	Alpha
sequence_bhkf	2021.60821917808	2021.61095890411	Alpha
sequence_bhkm	2021.76164383562	2021.76712328767	Omicron
sequence_bhlq	2021.45205479452	2021.45479452055	Omicron
sequence_bhmc	2021.97534246575	2021.98082191781	Omicron
sequence_bhmo	2021.8602739726	2021.86301369863	Alpha
sequence_bhms	2021.37260273973	2021.37808219178	Delta
sequence_bhmt	2021.85479452055	2021.8602739726	Omicron
sequence_bhnj	2021.97260273973	2021.97534246575	Omicron
sequence_bhno	2021.55342465753	2021.55616438356	Omicron
sequence_bhpu	2021.19178082192	2021.19726027397	Alpha
sequence_bhqx	2021.81095890411	2021.81643835616	Alpha
sequence_bhsa	2021.87945205479	2021.88493150685	Omicron
sequence_bhsc	2021.89863013699	2021.90410958904	Delta
sequence_bhsi	2021.91780821918	2021.92054794521	Delta
sequence_bhsm	2021.82465753425	2021.8301369863	Delta
sequence_bhtn	2021.29315068493	2021.29589041096	Delta
sequence_bhve	2021.36164383562	2021.36712328767	Alpha
sequence_bhvo	2021.97808219178	2021.98356164384	Alpha
sequence_bhyl	2021.12602739726	2021.12876712329	Delta
sequence_bhzo	2021.85753424658	2021.8602739726	Alpha
sequence_bhzr	2021.92054794521	2021.92602739726	Omicron
sequence_bidu	2021.90136986301	2021.90410958904	Delta
sequence_bieh	2021.90136986301	2021.90684931507	Delta
sequence_bigs	2021.96712328767	2021.97260273973	Omicron
sequence_bigu	2021.19452054795	2021.19726027397	Delta
sequence_bima	2021.31506849315	2021.32054794521	Delta
sequence_binw	2021.26849315068	2021.27397260274	Alpha
sequence_biow	2021.5095890411	2021.51506849315	Delta
sequence_bipw	2021.88493150685	2021.88767123288	Delta
sequence_birh	2021.30136986301	2021.30684931507	Omicron
sequence_bisg	2021.45479452055	2021.4602739726	Omicron
sequence_bitm	2021.95616438356	2021.96164383562	Omicron
sequence_bivu	2021.95342465753	2021.95890410959	Omicron
sequence_bixq	2021.05205479452	2021.05479452055	Alpha
sequence_bizd	2021.72602739726	2021.72876712329	Omicron
sequence_bizk	2021.92876712329	2021.93424657534	Omicron
sequence_bjch	2021.2904109589	2021.29589041096	Omicron
sequence_bjcw	2021.80821917808	2021.81369863014	Delta
sequence_bjgt	2021.98904109589	2021.99178082192	Alpha
sequence_bjif	2021.54246575342	2021.54520547945	Alpha
sequence_bjnt	2021.67397260274	2021.67945205479	Alpha
sequence_bjom	2021.66849315068	2021.67397260274	Delta
sequence_bjqx	2021.50684931507	2021.5095890411	Delta
sequence_bjrl	2021.64657534247	2021.64931506849	Alpha
sequence_bjry	2021.92602739726	2021.92876712329	Alpha
sequence_bjtw	2021.35342465753	2021.35616438356	Alpha
sequence_bjuh	2021.85753424658	2021.86301369863	Alpha
sequence_bjum	2021.8904109589	2021.89315068493	Delta
sequence_bjwf	2021.24931506849	2021.25479452055	Omicron
sequence_bjxl	2021.14520547945	2021.15068493151	Alpha
sequence_bjyl	2021.8904109589	2021.89315068493	Alpha
sequence_bjzt	2021.95616438356	2021.96164383562	Alpha
sequence_bkaf	2021.39452054795	2021.4	Delta
sequence_bkcq	2021.3698630137	2021.37534246575	Delta
sequence_bkdl	2021.91232876712	2021.91780821918	Alpha
sequence_bkdr	2021.87123287671	2021.87397260274	Alpha
sequence_bken	2021.33424657534	2021.33698630137	Delta
sequence_bkeo	2021.92876712329	2021.93424657534	Omicron
sequence_bkgc	2021.01095890411	2021.01643835616	Omicron
sequence_bkgj	2021.80273972603	2021.80547945205	Delta
sequence_bkgl	2021.02739726027	2021.03287671233	Omicron
sequence_bkgm	2021.92328767123	2021.92876712329	Delta
sequence_bkja	2021.0904109589	2021.09589041096	Omicron
sequence_bkju	2021.04383561644	2021.04657534247	Delta
sequence_bkma	2021.64109589041	2021.64383561644	Omicron
sequence_bkod	2021.87123287671	2021.87397260274	Alpha
sequence_bkrz	2021.92602739726	2021.93150684932	Delta
sequence_bksf	2021.64383561644	2021.64931506849	Delta
sequence_bktq	2021.90410958904	2021.90684931507	Omicron
sequence_bkvh	2021.39726027397	2021.4	Alpha
sequence_bkvn	2021.31780821918	2021.32328767123	Alpha
sequence_bkwt	2021.89589041096	2021.90136986301	Omicron
sequence_bkzt	2021.10136986301	2021.10410958904	Omicron
sequence_blak	2021.78904109589	2021.79178082192	Delta
sequence_blax	2021.68767123288	2021.69315068493	Delta
sequence_blca	2021.95342465753	2021.95890410959	Omicron
sequence_blcr	2021.52602739726	2021.52876712329	Omicron
sequence_bldy	2021.0301369863	2021.03561643836	Omicron
sequence_blgw	2021.9095890411	2021.91506849315	Delta
sequence_blhu	2021.86301369863	2021.86575342466	Omicron
sequence_blig	2021.91232876712	2021.91506849315	Delta
sequence_blih	2021.96164383562	2021.96712328767	Omicron
sequence_bliq	2021.91506849315	2021.91780821918	Delta
sequence_blja	2021.99452054795	2021.99726027397	Delta
sequence_blju	2021.92054794521	2021.92328767123	Alpha
sequence_blkp	2021.90410958904	2021.9095890411	Omicron
sequence_blnt	2021.52328767123	2021.52876712329	Omicron
sequence_blpo	2021.66575342466	2021.67123287671	Omicron
sequence_blpz	2021.57534246575	2021.58082191781	Delta
sequence_blsd	2021.94520547945	2021.95068493151	Delta
sequence_bltq	2021.83835616438	2021.84109589041	Omicron
sequence_bluq	2021.78356164384	2021.78904109589	Omicron
sequence_blwo	2021.87671232877	2021.87945205479	Alpha
sequence_blws	2021.90136986301	2021.90684931507	Alpha
sequence_blxo	2021.83835616438	2021.84383561644	Delta
sequence_blxq	2021.86849315069	2021.87397260274	Omicron
sequence_blxy	2021.95342465753	2021.95616438356	Alpha
sequence_blzf	2021.98904109589	2021.99178082192	Omicron
sequence_blzg	2021.92876712329	2021.93424657534	Delta
sequence_blzw	2021.90136986301	2021.90410958904	Delta
sequence_bmak	2021.82465753425	2021.82739726027	Alpha
sequence_bmay	2021.6	2021.60547945205	Omicron
sequence_bmcw	2021.20273972603	2021.20821917808	Alpha
sequence_bmdj	2021.38904109589	2021.39178082192	Omicron
sequence_bmdv	2021.82465753425	2021.82739726027	Omicron
sequence_bmga	2021.38082191781	2021.38356164384	Omicron
sequence_bmgd	2021.56438356164	2021.5698630137	Omicron
sequence_bmgn	2021.70410958904	2021.7095890411	Alpha
sequence_bmhi	2021.77260273973	2021.77808219178	Delta
sequence_bmip	2021.83835616438	2021.84109589041	Omicron
sequence_bmiu	2021.77260273973	2021.77808219178	Omicron
sequence_bmju	2021.76164383562	2021.76438356164	Omicron
sequence_bmkx	2021.36438356164	2021.3698630137	Delta
